Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Arenicolites,"Salter, 1857",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Domichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan)",0,250-500,250-500,250,500,"mudstone intervals with siltstone and sandstone interlayers,",Ar,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Chondrites,"von Sternberg, 1833",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabrics,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Chemichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan)",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Ch,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,"Map fig, 1.","Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Halopoa,"Torell, 1870",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan).",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,H,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Nereites,"MacLeay, 1839",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan).",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Ne,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Ophiomorpha,"Lundgren, 1891",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Domichnia/Fodinichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",distal position as compared to the former (middle to outer fan),0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,O,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Palaeophycus,"Hall, 1847",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia/ Domichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",distal position as compared to the former (middle to outer fan),0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Pa,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Planolites,"Nicholson, 1873",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",distal position as compared to the former (middle to outer fan),0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Pl,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Phycosiphon,"Fischer-Ooster, 1858",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",distal position as compared to the former (middle to outer fan),0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,P,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Rhizocorallium,"Zenker, 1836",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia/ Agrichnia,Pre-Post-REVISAR,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan)",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,R,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Scolicia,"de Quatrefages, 1849",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan)",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Sc,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Teichichnus,"seilacher, 1955",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabrics,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan).",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,T,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Zoophycos,"Massalongo, 1855",none,none,Ichnofabric,Palaeophycus-Planolites ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia/ Agrichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","distal overbank or interchannel deposits, but located in a more distal position as compared to the former (middle to outer fan).",0,250-500,250-500,250,500,mudstone intervals with siltstone and sandstone interlayers,Zo,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,0-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Chondrites,"von Sternberg, 1833",none,none,Ichnofabric,Phycosiphon ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Chemichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",fringe deposits in relatively close vicinity to the outer fan,0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Ch,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Nereites,"MacLeay, 1839",none,none,Ichnofabric,Phycosiphon ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",fringe deposits in relatively close vicinity to the outer fan,0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Ne,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Planolites,"Nicholson, 1873",none,none,Ichnofabric,Phycosihon ichnofabric,"Knaust, 2009",2009,Cmpanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",fringe deposits in relatively close vicinity to the outer fan,0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Pl,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig. 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Phycosiphon,"Fischer-Ooster, 1858",none,none,Ichnofabric,Phycosiphon ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia,Pre-Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",fringe deposits in relatively close vicinity to the outer fan,0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Ph,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Scolicia,"de Quatrefages, 1849",none,none,Ichnofabric,Phycosiphon ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Post,Nise Formation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","fringe deposits in relatively close vicinity to the outer fan (Uchman and Demircan, 1999; Uchman, 2001, 2007).",0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Sc,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Zoophycos,"Massalongo, 1855",none,none,Ichnofabrics,Phycosiphon ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia/ Agrichnia,Pre-Post,Nise Fromation,10,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).","fringe deposits in relatively close vicinity to the outer fan (Uchman and Demircan, 1999; Uchman, 2001, 2007).",0,250-500,250-500,250,500,"heterolithic alternation of mudstone, siltstone and sandstone occurring just above the thickstacked fan system in the Nise Formation",Zo,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,2-5.0,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Arenicolites,"Salter, 1857",none,none,Ichnofabrics,Thalassinoides ichnofabrics,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Domichnia,REVISAR,Nise Formation,3,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",firmground bioturbation of muddy turbidites on the hemipelagic basin plain adjacent to the fan system.,0,250-500,250-500,250,500,mudstone interval with thin sandstone intercalations,Ar,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,3,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Nereites,"MacLeay, 1839",none,none,Ichnofabric,Thalassinodes ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Pascichnia,Pre-Post,Nise Formation,3,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",firmground bioturbation of muddy turbidites on the hemipelagic basin plain adjacent to the fan system.,0,250-500,250-500,250,500,mudstone interval with thin sandstone intercalations,Ne,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,3,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
Phycosiphon,"Fischer-Ooster, 1858",none,none,Ichnofabric,Thalassinoides ichnofabric,"Knaust, 2009",2009,Campanian,83.6±0.2-72.1±0.2,83.8,71.9,Fodinichnia,Pre-Post,Nise Formation,3,"Active rift associated with widespread rifting in the Norwegian–Greenland Sea, restricted basin, Upper bathyal (water depths 250-500).",firmground bioturbation of muddy turbidites on the hemipelagic basin plain adjacent to the fan system.,0,250-500,250-500,250,500,mudstone interval with thin sandstone intercalations,Ph,"sandstone units consist of several tens of metres thick, massive or cross-bedded clastics. These are interspersed with well-defined layers of shale and heterolithics (Goodall et al., 2002)","sand is fine- to medium-grained, with occasional granules and scattered organic material. ",,0.125,0.25,Lithified core,0,1,Norway,Map fig 1.,"Vøring Basin of the Norwegian Sea, about 250 km offshore Mid-Norway, in the south-western part of the Nyk High, inwater depths between 1200 and 1500 m",Clastic,1,0,0,0,3,32 N 413046 7440210,67° 04′ 00.0059″ ,N,006° 59′ 59.9755″ ,E,67.066668,6.999993,
